ship_type,hour,mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type,sample_method
Cargo,1,563189900,2024-01-24T01:54:27Z,-35.533071666666665,45.04315333333333,9.9,79,81,satellite,stratified_ship_type_hour
Cargo,1,210953000,2024-01-24T01:56:50Z,-2.400123333333333,-44.26742333333333,0.3,58.6,249,dynamic_classA,stratified_ship_type_hour
Cargo,1,563487000,2024-01-24T01:55:32Z,25.19707,54.857726666666665,7.7,132.6,133,dynamic_classA,stratified_ship_type_hour
Cargo,1,563059200,2024-01-24T01:54:14Z,-26.555383333333335,45.12803333333333,18.3,61.3,65,satellite,stratified_ship_type_hour
Cargo,1,414075000,2024-01-24T01:55:58Z,15.14048,-153.57537499999998,11.2,274.8,277,satellite,stratified_ship_type_hour
Cargo,1,431221000,2024-01-24T01:56:03Z,27.068718333333333,51.912121666666664,17.7,268.4,268,dynamic_classA,stratified_ship_type_hour
Cargo,1,219075000,2024-01-24T01:54:25Z,-17.005505,3.754766666666667,11.3,321.6,322,satellite,stratified_ship_type_hour
Cargo,1,244890472,2024-01-24T01:57:13Z,51.90257,4.3815,0,46.6,341,dynamic_classA,stratified_ship_type_hour
Cargo,1,636020234,2024-01-24T01:57:10Z,-29.8011,13.830916666666667,8.3,141,141,satellite,stratified_ship_type_hour
Cargo,1,538006654,2024-01-24T01:56:16Z,51.92736333333333,4.206591666666666,0,45,310,dynamic_classA,stratified_ship_type_hour
Cargo,1,636092878,2024-01-24T01:54:23Z,15.910511666666668,-58.652654999999996,18.1,131.7,131,satellite,stratified_ship_type_hour
Cargo,1,566637000,2024-01-24T01:57:33Z,-28.315116666666665,0.7671600000000001,12.8,113.4,115,satellite,stratified_ship_type_hour
Cargo,1,229788000,2024-01-24T01:57:48Z,40.77411166666666,29.592965,0,7.3,51,dynamic_classA,stratified_ship_type_hour
Cargo,1,636023429,2024-01-24T01:56:53Z,51.35436666666667,3.7899000000000003,13.1,300,294,dynamic_classA,stratified_ship_type_hour
Cargo,1,249254000,2024-01-24T01:57:32Z,34.75646,-7.422946666666666,12.3,226.5,229,dynamic_classA,stratified_ship_type_hour
Cargo,1,312910000,2024-01-24T01:54:53Z,34.909618333333334,127.71975833333333,0,281,102,dynamic_classA,stratified_ship_type_hour
Cargo,1,636022610,2024-01-24T01:55:38Z,51.934666666666665,4.192398333333333,0,86.8,310,dynamic_classA,stratified_ship_type_hour
Cargo,1,440252000,2024-01-24T01:56:30Z,41.342996666666664,177.03004833333335,17.8,259.8,264,satellite,stratified_ship_type_hour
Cargo,1,636022816,2024-01-24T01:55:22Z,-35.901585,55.74345,10.5,78.8,82,satellite,stratified_ship_type_hour
Cargo,1,413865955,2024-01-24T01:54:22Z,31.614575,121.27942833333333,7,317.9,0,dynamic_classB,stratified_ship_type_hour
Cargo,1,353216000,2024-01-24T01:57:08Z,38.916336666666666,118.48925,0,238.9,110,dynamic_classA,stratified_ship_type_hour
Cargo,1,477464900,2024-01-24T01:56:35Z,-18.164375,-16.33963,10.5,123.6,121,satellite,stratified_ship_type_hour
Cargo,1,235010710,2024-01-24T01:54:33Z,15.075116666666666,-148.18116666666668,16.7,270,271,satellite,stratified_ship_type_hour
Cargo,1,311054600,2024-01-24T01:55:18Z,-25.83039,64.14307666666667,11.6,215,217,satellite,stratified_ship_type_hour
Cargo,1,636019699,2024-01-24T01:54:50Z,-14.908981666666667,2.557955,11.1,143.3,145,satellite,stratified_ship_type_hour
Cargo,1,477345400,2024-01-24T01:55:58Z,-26.40632,46.642981666666664,10.4,67.7,65,satellite,stratified_ship_type_hour
Cargo,1,305069000,2024-01-24T01:55:50Z,33.1228,-8.62726,0,217.7,300,dynamic_classA,stratified_ship_type_hour
Cargo,1,304053000,2024-01-24T01:55:17Z,-27.418598333333332,-22.377038333333335,13.4,282.5,281,dynamic_classA,stratified_ship_type_hour
Cargo,1,533002170,2024-01-24T01:56:44Z,3.264016666666667,113.07029166666666,0,343.5,91,dynamic_classA,stratified_ship_type_hour
Cargo,1,441471000,2024-01-24T01:55:18Z,-17.892678333333333,2.5927066666666665,12.5,321.1,320,satellite,stratified_ship_type_hour
Cargo,1,244700318,2024-01-24T01:55:58Z,51.95838666666667,3.9957833333333337,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,373997000,2024-01-24T01:56:37Z,-23.086318333333335,56.161748333333335,13.9,239,237,satellite,stratified_ship_type_hour
Cargo,1,413223430,2024-01-24T01:56:40Z,30.22427,122.02572,7.8,292.1,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,232020953,2024-01-24T01:56:11Z,53.333690000000004,8.489955,0,349.2,23,dynamic_classA,stratified_ship_type_hour
Cargo,1,413686000,2024-01-24T01:56:05Z,-34.45726666666667,-53.25598333333333,11,40,38,satellite,stratified_ship_type_hour
Cargo,1,538007386,2024-01-24T01:55:58Z,1.2652316666666665,103.779205,2.5,268.9,267,dynamic_classA,stratified_ship_type_hour
Cargo,1,306039000,2024-01-24T01:57:26Z,-21.905705,-11.006728333333333,9,121.8,119,satellite,stratified_ship_type_hour
Cargo,1,413353770,2024-01-24T01:57:11Z,30.247533333333333,122.1524,0,80.5,80,dynamic_classA,stratified_ship_type_hour
Cargo,1,255806081,2024-01-24T01:54:56Z,57.53253333333334,11.049368333333332,4.1,204.7,201,dynamic_classA,stratified_ship_type_hour
Cargo,1,416064000,2024-01-24T01:56:52Z,17.79122,-75.88207666666668,12.4,55.5,58,dynamic_classA,stratified_ship_type_hour
Cargo,1,305042000,2024-01-24T01:54:57Z,53.534985,10.008006666666667,0,209.5,281,dynamic_classA,stratified_ship_type_hour
Cargo,1,311000759,2024-01-24T01:55:09Z,1.2669583333333334,103.89902666666667,0,134.4,68,dynamic_classA,stratified_ship_type_hour
Cargo,1,353627000,2024-01-24T01:56:44Z,30.27154833333333,123.91106666666666,10.8,151.3,149,dynamic_classA,stratified_ship_type_hour
Cargo,1,311000547,2024-01-24T01:56:54Z,59.889585000000004,10.754981666666668,1.2,360,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,246132000,2024-01-24T01:55:46Z,57.799665,4.290683333333333,11,356.6,349,dynamic_classA,stratified_ship_type_hour
Cargo,1,636020245,2024-01-24T01:54:24Z,45.443825,-173.31472333333335,12.7,246.5,249,satellite,stratified_ship_type_hour
Cargo,1,431667000,2024-01-24T01:56:49Z,26.271556666666665,-155.06797999999998,11.5,269.4,271,satellite,stratified_ship_type_hour
Cargo,1,413832839,2024-01-24T01:54:25Z,31.584103333333335,121.30967000000001,6.5,323.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,371343000,2024-01-24T01:56:35Z,39.878166666666665,26.15195,0,294.5,201,dynamic_classA,stratified_ship_type_hour
Cargo,1,636023416,2024-01-24T01:57:10Z,34.652453333333334,129.24051,4.8,266.4,270,dynamic_classA,stratified_ship_type_hour
Cargo,1,416003909,2024-01-24T01:56:03Z,22.267753333333335,119.69518666666666,11.2,42.7,47,dynamic_classA,stratified_ship_type_hour
Cargo,1,538009326,2024-01-24T01:56:25Z,51.937628333333336,4.0534333333333334,0,318.3,248,dynamic_classA,stratified_ship_type_hour
Cargo,1,316048137,2024-01-24T01:55:18Z,46.33479166666667,-72.54214333333333,0,176.9,216,satellite,stratified_ship_type_hour
Cargo,1,413827092,2024-01-24T01:56:37Z,31.940263333333334,120.19354666666666,0,109.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,538004203,2024-01-24T01:57:32Z,53.85936,-152.55732,17.6,273.9,275,satellite,stratified_ship_type_hour
Cargo,1,538009298,2024-01-24T01:56:34Z,-28.497856666666667,11.64728,10,141,141,satellite,stratified_ship_type_hour
Cargo,1,538007755,2024-01-24T01:56:43Z,-24.152101666666667,-46.28147666666667,0.2,16.1,88,satellite,stratified_ship_type_hour
Cargo,1,258207480,2024-01-24T01:57:15Z,63.79104666666667,8.644728333333335,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,636022295,2024-01-24T01:55:31Z,-15.07235,7.546733333333333,10.5,336,335,satellite,stratified_ship_type_hour
Cargo,1,477266800,2024-01-24T01:54:56Z,23.04446,117.55269833333334,16.8,223.1,223,dynamic_classA,stratified_ship_type_hour
Cargo,1,205369390,2024-01-24T01:54:34Z,51.3167,4.276111666666667,0.1,186,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,636021075,2024-01-24T01:54:53Z,-31.828129999999998,69.53375,11.2,71.1,72,satellite,stratified_ship_type_hour
Cargo,1,357074000,2024-01-24T01:55:24Z,-26.655755,46.11644666666667,10.6,64,65,satellite,stratified_ship_type_hour
Cargo,1,353865000,2024-01-24T01:56:59Z,37.203805,-76.09239166666666,0,38,150,dynamic_classA,stratified_ship_type_hour
Cargo,1,538009407,2024-01-24T01:55:25Z,26.741786666666666,52.929206666666666,12,129.2,129,dynamic_classA,stratified_ship_type_hour
Cargo,1,636017107,2024-01-24T01:54:24Z,-28.144078333333333,47.97708,12.5,229.5,226,satellite,stratified_ship_type_hour
Cargo,1,563124500,2024-01-24T01:57:17Z,-40.00032833333333,38.26952000000001,11.9,89.5,82,satellite,stratified_ship_type_hour
Cargo,1,305347000,2024-01-24T01:57:39Z,-4.1614016666666664,39.80054833333334,0.7,101.9,297,satellite,stratified_ship_type_hour
Cargo,1,314470000,2024-01-24T01:55:28Z,31.378381666666666,30.06849833333333,1,60,294,dynamic_classA,stratified_ship_type_hour
Cargo,1,413829859,2024-01-24T01:57:35Z,31.918983333333333,120.15956666666666,0.1,178.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,212384000,2024-01-24T01:57:16Z,-29.863643333333336,54.44286666666667,9.8,41.4,43,satellite,stratified_ship_type_hour
Cargo,1,257720000,2024-01-24T01:54:43Z,-70.17091666666667,4.13795,2.7,168.3,152,satellite,stratified_ship_type_hour
Cargo,1,431570000,2024-01-24T01:57:06Z,-19.298260000000003,57.43425333333333,10.7,71.2,74,satellite,stratified_ship_type_hour
Cargo,1,538009292,2024-01-24T01:56:38Z,1.2911133333333333,103.92858500000001,0,298.2,31,dynamic_classA,stratified_ship_type_hour
Cargo,1,441482000,2024-01-24T01:56:18Z,35.43846666666666,129.44491666666667,0.2,9,267,dynamic_classA,stratified_ship_type_hour
Cargo,1,355777000,2024-01-24T01:56:57Z,26.49121166666667,50.200948333333336,0,18.7,191,dynamic_classA,stratified_ship_type_hour
Cargo,1,353424000,2024-01-24T01:57:32Z,-23.169318333333333,-43.10034666666666,6.3,59.9,79,dynamic_classA,stratified_ship_type_hour
Cargo,1,219616000,2024-01-24T01:57:15Z,54.83843666666667,13.944521666666667,3.6,176.4,175,dynamic_classA,stratified_ship_type_hour
Cargo,1,351340000,2024-01-24T01:54:47Z,-24.913333333333334,47.4195,16.5,47,47,satellite,stratified_ship_type_hour
Cargo,1,352002343,2024-01-24T01:54:27Z,35.470711666666666,139.70841666666666,0,54.4,154,dynamic_classA,stratified_ship_type_hour
Cargo,1,477518600,2024-01-24T01:55:10Z,43.28705166666667,-167.014365,18,98,97,satellite,stratified_ship_type_hour
Cargo,1,414698000,2024-01-24T01:54:38Z,37.95363666666666,121.14726999999999,10.5,283.9,283,dynamic_classA,stratified_ship_type_hour
Cargo,1,538007063,2024-01-24T01:57:34Z,2.5286366666666664,50.82504333333333,17.7,214.9,213,satellite,stratified_ship_type_hour
Cargo,1,636017306,2024-01-24T01:55:43Z,-6.883941666666667,-4.3573216666666665,11.5,144.1,143,satellite,stratified_ship_type_hour
Cargo,1,413780309,2024-01-24T01:57:24Z,32.255048333333335,119.592105,0,58.4,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,241386000,2024-01-24T01:55:06Z,8.4636,-13.399576666666666,0.1,51.6,130,dynamic_classA,stratified_ship_type_hour
Cargo,1,538009787,2024-01-24T01:57:50Z,39.38971333333333,-76.074278333333325,12,245.2,246,dynamic_classA,stratified_ship_type_hour
Cargo,1,219505000,2024-01-24T01:56:45Z,-23.811429999999998,50.000368333333334,18.7,238.3,236,satellite,stratified_ship_type_hour
Cargo,1,413238030,2024-01-24T01:54:07Z,31.556233333333335,121.32691666666666,7.3,318.5,320,dynamic_classA,stratified_ship_type_hour
Cargo,1,563204900,2024-01-24T01:57:01Z,39.001864999999995,-178.63647,17.9,90.6,88,satellite,stratified_ship_type_hour
Cargo,1,413268990,2024-01-24T01:56:36Z,29.96683,121.98280166666667,10,316.7,316,dynamic_classA,stratified_ship_type_hour
Cargo,1,413288430,2024-01-24T01:55:52Z,32.04018333333333,120.73858666666666,0,65.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,413480980,2024-01-24T01:56:25Z,22.558276666666664,114.24770666666667,0.5,81,67,dynamic_classA,stratified_ship_type_hour
Cargo,1,636021431,2024-01-24T01:57:09Z,10.740435,100.75762333333334,11.7,174.5,177,dynamic_classA,stratified_ship_type_hour
Cargo,1,563210500,2024-01-24T01:56:35Z,-32.43265,63.982533333333336,10,76,77,satellite,stratified_ship_type_hour
Cargo,1,538009811,2024-01-24T01:57:51Z,14.68331,-17.423863333333333,0,352.4,19,dynamic_classA,stratified_ship_type_hour
Cargo,1,563094400,2024-01-24T01:54:44Z,1.3020216666666669,104.122145,0.1,160.8,89,dynamic_classA,stratified_ship_type_hour
Cargo,1,636020327,2024-01-24T01:55:22Z,35.731575,-6.48205,15.6,220.2,221,dynamic_classA,stratified_ship_type_hour
Cargo,1,248794000,2024-01-24T01:55:57Z,29.78306,122.08777333333335,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,636021662,2024-01-24T01:54:15Z,-22.77689666666667,56.28286666666667,10.4,57.8,66,satellite,stratified_ship_type_hour
Cargo,1,229865000,2024-01-24T01:54:44Z,-18.886281666666665,53.976025,10,150.6,152,satellite,stratified_ship_type_hour
Cargo,1,352001068,2024-01-24T01:57:46Z,1.852505,102.50076333333332,17.6,292.5,294,dynamic_classA,stratified_ship_type_hour
Cargo,1,413999107,2024-01-24T01:54:51Z,31.772926666666667,121.05505166666667,5.3,284.2,284,dynamic_classB,stratified_ship_type_hour
Cargo,1,370150000,2024-01-24T01:54:45Z,7.813149999999999,109.40926666666665,9.4,9,15,dynamic_classA,stratified_ship_type_hour
Cargo,1,563148100,2024-01-24T01:54:11Z,-33.95897333333333,25.636798333333335,0,44.3,265,dynamic_classA,stratified_ship_type_hour
Cargo,1,538008152,2024-01-24T01:56:55Z,19.130835,113.523845,16.9,2.5,7,dynamic_classA,stratified_ship_type_hour
Cargo,1,538007669,2024-01-24T01:55:18Z,17.775666666666666,-62.84466666666666,7.5,125,120,satellite,stratified_ship_type_hour
Cargo,1,211897760,2024-01-24T01:54:36Z,2.0470983333333335,89.91461333333334,14.9,231.3,230,dynamic_classA,stratified_ship_type_hour
Cargo,1,338657000,2024-01-24T01:57:27Z,1.2484016666666666,103.77836166666665,5.9,322.9,325,dynamic_classA,stratified_ship_type_hour
Cargo,1,255806495,2024-01-24T01:56:01Z,17.21810833333333,-23.1327,17.4,35.4,35,dynamic_classA,stratified_ship_type_hour
Cargo,1,413770497,2024-01-24T01:56:43Z,31.5523,121.34255,6.6,312.4,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,219155000,2024-01-24T01:56:24Z,15.58042,-154.43416,17.1,267.4,265,satellite,stratified_ship_type_hour
Cargo,1,356575000,2024-01-24T01:54:57Z,29.920328333333334,122.81544166666666,0.2,235.6,354,dynamic_classA,stratified_ship_type_hour
Cargo,1,354591000,2024-01-24T01:57:38Z,14.36825,-152.84901666666667,16.4,87,86,satellite,stratified_ship_type_hour
Cargo,1,477617800,2024-01-24T01:57:31Z,-25.053333333333335,79.175,9.7,66.1,61,satellite,stratified_ship_type_hour
Cargo,1,256598000,2024-01-24T01:55:01Z,-25.771666666666665,-47.44833333333334,18.2,217.7,213,dynamic_classA,stratified_ship_type_hour
Cargo,1,477913500,2024-01-24T01:57:24Z,-23.292225,54.200318333333335,12.4,239.7,239,satellite,stratified_ship_type_hour
Cargo,1,470390000,2024-01-24T01:54:18Z,27.106466666666666,49.93203333333334,6.1,213.4,208,dynamic_classA,stratified_ship_type_hour
Cargo,1,219861000,2024-01-24T01:55:07Z,-11.661,-1.8936833333333332,19,327.3,327,satellite,stratified_ship_type_hour
Cargo,1,477478800,2024-01-24T01:56:45Z,-27.796693333333334,48.74517,18.1,247.6,249,satellite,stratified_ship_type_hour
Cargo,1,636021664,2024-01-24T01:56:30Z,37.602385,23.929145000000002,13.8,287.5,290,dynamic_classA,stratified_ship_type_hour
Cargo,1,422038800,2024-01-24T01:56:11Z,25.12657,54.81781333333333,0,165.7,32,dynamic_classA,stratified_ship_type_hour
Cargo,1,538007618,2024-01-24T01:56:49Z,-35.8525,23.293,8.5,86,81,satellite,stratified_ship_type_hour
Cargo,1,210025000,2024-01-24T01:56:47Z,29.555808333333335,-89.77633,0.1,220.2,321,dynamic_classA,stratified_ship_type_hour
Cargo,1,636020229,2024-01-24T01:55:22Z,29.851845,-47.254781666666666,10.9,74.9,72,satellite,stratified_ship_type_hour
Cargo,1,538005622,2024-01-24T01:54:15Z,-12.348826666666668,59.94556166666667,9.5,263.9,264,satellite,stratified_ship_type_hour
Cargo,1,636019439,2024-01-24T01:55:13Z,-38.59207666666667,-58.64916166666667,3.2,355.2,34,satellite,stratified_ship_type_hour
Cargo,1,413849726,2024-01-24T01:57:46Z,31.972140000000003,120.38959666666666,0,84.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,345090009,2024-01-24T01:56:20Z,29.14,-90.21166666666666,0,188,339,dynamic_classA,stratified_ship_type_hour
Cargo,1,538002179,2024-01-24T01:56:03Z,13.134498333333333,100.87472166666666,0.1,78.7,19,dynamic_classA,stratified_ship_type_hour
Cargo,1,246391000,2024-01-24T01:55:03Z,52.49346166666667,4.404181666666667,5.3,286.6,268,dynamic_classA,stratified_ship_type_hour
Cargo,1,538009071,2024-01-24T01:57:44Z,3.769066666666667,-49.496318333333335,11.1,152.8,150,satellite,stratified_ship_type_hour
Cargo,1,477478800,2024-01-24T01:54:52Z,-27.793048333333335,48.755120000000005,18.1,247.2,248,satellite,stratified_ship_type_hour
Cargo,1,477478800,2024-01-24T01:56:39Z,-27.796495,48.74569333333333,18.1,248.2,249,satellite,stratified_ship_type_hour
Cargo,2,311036300,2024-01-24T02:01:57Z,35.76768666666667,-0.6170016666666667,0.1,236.3,235,dynamic_classA,stratified_ship_type_hour
Cargo,2,710006640,2024-01-24T02:01:01Z,-22.839238333333334,-43.13661833333333,0.1,88.2,152,dynamic_classA,stratified_ship_type_hour
Cargo,2,413851903,2024-01-24T02:02:31Z,31.96792,120.41296000000001,0,0,480,dynamic_classB,stratified_ship_type_hour
Cargo,2,367834000,2024-01-24T02:03:14Z,39.26878166666667,-76.57096499999999,0,0,511,dynamic_classA,stratified_ship_type_hour
Cargo,2,636020136,2024-01-24T02:00:55Z,31.585649999999998,121.29673333333334,12,145,145,dynamic_classA,stratified_ship_type_hour
Cargo,2,244700933,2024-01-24T02:02:08Z,51.95769833333333,4.1247300000000005,0,299.4,511,dynamic_classA,stratified_ship_type_hour
Cargo,2,413832204,2024-01-24T02:02:07Z,32.07881666666667,120.48637333333333,0,352.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,2,256200000,2024-01-24T02:01:55Z,-35.46611666666667,-49.73676666666667,13.5,274,511,dynamic_classA,stratified_ship_type_hour
Cargo,2,351377000,2024-01-24T02:02:49Z,35.435579999999995,129.37129666666667,0.1,285.7,292,dynamic_classA,stratified_ship_type_hour
Cargo,2,477887400,2024-01-24T02:01:19Z,34.49399833333334,133.72766333333334,0,343.2,290,dynamic_classA,stratified_ship_type_hour
Cargo,2,210415000,2024-01-24T02:03:20Z,35.12327666666667,129.06544,0,22.6,22,dynamic_classA,stratified_ship_type_hour
Cargo,2,413387770,2024-01-24T02:03:22Z,30.37514333333333,122.14541333333334,11.3,268.2,269,dynamic_classA,stratified_ship_type_hour
Cargo,2,311000130,2024-01-24T02:02:10Z,-23.454161666666668,50.18292333333333,9.5,48.4,54,satellite,stratified_ship_type_hour
Cargo,2,352643000,2024-01-24T02:02:07Z,1.1349449999999999,103.50080166666666,9.8,117.6,119,dynamic_classA,stratified_ship_type_hour
Cargo,2,352001352,2024-01-24T02:00:24Z,-36.3768,51.692933333333336,11.4,79,82,satellite,stratified_ship_type_hour
Cargo,2,309905000,2024-01-24T02:03:55Z,26.00878833333333,128.098035,17.8,222.9,225,dynamic_classA,stratified_ship_type_hour
Cargo,2,244040321,2024-01-24T02:00:40Z,51.15486666666666,4.33198,0,215,4,dynamic_classA,stratified_ship_type_hour
Cargo,2,352002206,2024-01-24T02:02:13Z,1.06607,103.60808666666667,11,123.9,123,dynamic_classA,stratified_ship_type_hour
Cargo,2,249037000,2024-01-24T02:00:58Z,37.43875833333333,24.940455,0,231.3,321,dynamic_classA,stratified_ship_type_hour
Cargo,2,413547210,2024-01-24T02:01:16Z,30.191869999999998,122.49314666666668,7.5,125.6,125,dynamic_classA,stratified_ship_type_hour
Cargo,2,370424000,2024-01-24T02:01:56Z,40.93842333333334,28.867248333333336,0.1,202.3,92,dynamic_classA,stratified_ship_type_hour
Cargo,2,311001213,2024-01-24T02:01:09Z,4.442883333333333,-164.02582666666666,10.7,210.8,212,satellite,stratified_ship_type_hour
Cargo,2,374494000,2024-01-24T02:02:49Z,26.67549,51.004225,16.7,288,287,dynamic_classA,stratified_ship_type_hour
Cargo,2,477855500,2024-01-24T02:00:37Z,1.19218,103.844325,8.3,245.6,248,dynamic_classA,stratified_ship_type_hour
Cargo,2,431821000,2024-01-24T02:03:41Z,31.767268333333334,121.04123333333334,12.7,105.9,105,dynamic_classA,stratified_ship_type_hour
Cargo,2,351868000,2024-01-24T02:03:59Z,30.284433333333332,122.85934999999999,0.1,308,312,dynamic_classA,stratified_ship_type_hour
Cargo,2,355288000,2024-01-24T02:03:05Z,9.800248333333334,-90.22169166666666,16.5,286.3,285,dynamic_classA,stratified_ship_type_hour
Cargo,2,419001352,2024-01-24T02:02:08Z,22.987918333333333,70.22504833333333,0,168.2,157,dynamic_classA,stratified_ship_type_hour
Cargo,2,477886100,2024-01-24T02:00:37Z,35.11790333333333,-7.3585400000000005,11.7,228.2,230,dynamic_classA,stratified_ship_type_hour
Cargo,2,413817009,2024-01-24T02:00:11Z,32.06368,120.46756,0,129.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,2,440321570,2024-01-24T02:03:20Z,34.899355,127.761775,0,181.6,3,dynamic_classA,stratified_ship_type_hour
Cargo,2,630001067,2024-01-24T02:01:56Z,31.169655,29.756296666666668,0.3,139.4,511,dynamic_classA,stratified_ship_type_hour
Cargo,2,255915659,2024-01-24T02:00:48Z,24.805406666666666,54.64819333333333,0,288.9,230,dynamic_classA,stratified_ship_type_hour
Cargo,2,636017907,2024-01-24T02:03:06Z,33.868990000000004,-8.458618333333334,14.8,219.4,220,dynamic_classA,stratified_ship_type_hour
Cargo,2,351347000,2024-01-24T02:02:38Z,5.225485000000001,98.99933166666666,9.7,140.2,140,dynamic_classA,stratified_ship_type_hour
Cargo,2,636021888,2024-01-24T02:02:07Z,49.62036,-0.47933,13.1,122.6,122,dynamic_classA,stratified_ship_type_hour
Cargo,2,273358960,2024-01-24T02:03:11Z,40.96734,28.9293,0,124.4,6,dynamic_classA,stratified_ship_type_hour
Cargo,2,413832478,2024-01-24T02:03:35Z,31.463655000000003,121.46474166666667,7.8,317.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,2,405000368,2024-01-24T02:01:26Z,-28.476368333333333,-36.03103333333333,6,111.1,110,satellite,stratified_ship_type_hour
Cargo,2,440162000,2024-01-24T02:00:10Z,-25.709383333333335,48.96556666666667,15.2,41,40,satellite,stratified_ship_type_hour
Cargo,2,256071000,2024-01-24T02:02:45Z,2.3258216666666667,63.93877166666667,15.3,255.9,253,satellite,stratified_ship_type_hour
Cargo,2,355677000,2024-01-24T02:00:15Z,-25.502145,-48.510635,0,144.2,259,dynamic_classA,stratified_ship_type_hour
Cargo,2,636021133,2024-01-24T02:03:59Z,39.051383333333334,119.21174833333333,4.5,305.4,311,dynamic_classA,stratified_ship_type_hour
