section,variable,value
selected_intervals,interval_start,2024-01-24 05:50:00
selected_intervals,interval_end,2024-01-24 05:55:00
selected_intervals,interval_start,2024-01-24 07:40:00
selected_intervals,interval_end,2024-01-24 07:45:00
selected_intervals,interval_start,2024-01-24 00:40:00
selected_intervals,interval_end,2024-01-24 00:45:00
selected_intervals,interval_start,2024-01-24 15:00:00
selected_intervals,interval_end,2024-01-24 15:05:00
selected_intervals,interval_start,2024-01-24 13:05:00
selected_intervals,interval_end,2024-01-24 13:10:00
selected_intervals,interval_start,2024-01-24 09:25:00
selected_intervals,interval_end,2024-01-24 09:30:00
selected_intervals,interval_start,2024-01-24 01:40:00
selected_intervals,interval_end,2024-01-24 01:45:00
selected_intervals,interval_start,2024-01-24 16:15:00
selected_intervals,interval_end,2024-01-24 16:20:00
selected_intervals,interval_start,2024-01-24 07:45:00
selected_intervals,interval_end,2024-01-24 07:50:00
selected_intervals,interval_start,2024-01-24 08:35:00
selected_intervals,interval_end,2024-01-24 08:40:00
selected_intervals,interval_start,2024-01-24 00:30:00
selected_intervals,interval_end,2024-01-24 00:35:00
selected_intervals,interval_start,2024-01-24 22:25:00
selected_intervals,interval_end,2024-01-24 22:30:00
selected_intervals,interval_start,2024-01-24 22:15:00
selected_intervals,interval_end,2024-01-24 22:20:00
selected_intervals,interval_start,2024-01-24 07:30:00
selected_intervals,interval_end,2024-01-24 07:35:00
selected_intervals,interval_start,2024-01-24 03:35:00
selected_intervals,interval_end,2024-01-24 03:40:00
selected_intervals,interval_start,2024-01-24 07:50:00
selected_intervals,interval_end,2024-01-24 07:55:00
selected_intervals,interval_start,2024-01-24 16:40:00
selected_intervals,interval_end,2024-01-24 16:45:00
selected_intervals,interval_start,2024-01-24 16:20:00
selected_intervals,interval_end,2024-01-24 16:25:00
selected_intervals,interval_start,2024-01-24 09:10:00
selected_intervals,interval_end,2024-01-24 09:15:00
selected_intervals,interval_start,2024-01-24 15:15:00
selected_intervals,interval_end,2024-01-24 15:20:00
selected_intervals,interval_start,2024-01-24 05:25:00
selected_intervals,interval_end,2024-01-24 05:30:00
selected_intervals,interval_start,2024-01-24 05:35:00
selected_intervals,interval_end,2024-01-24 05:40:00
selected_intervals,interval_start,2024-01-24 21:50:00
selected_intervals,interval_end,2024-01-24 21:55:00
selected_intervals,interval_start,2024-01-24 12:35:00
selected_intervals,interval_end,2024-01-24 12:40:00
selected_intervals,interval_start,2024-01-24 09:20:00
selected_intervals,interval_end,2024-01-24 09:25:00
selected_intervals,interval_start,2024-01-24 23:40:00
selected_intervals,interval_end,2024-01-24 23:45:00
selected_intervals,interval_start,2024-01-24 20:35:00
selected_intervals,interval_end,2024-01-24 20:40:00
selected_intervals,interval_start,2024-01-24 11:20:00
selected_intervals,interval_end,2024-01-24 11:25:00
selected_intervals,interval_start,2024-01-24 04:40:00
selected_intervals,interval_end,2024-01-24 04:45:00
selected_intervals,interval_start,2024-01-24 10:05:00
selected_intervals,interval_end,2024-01-24 10:10:00
selected_intervals,interval_start,2024-01-24 04:05:00
selected_intervals,interval_end,2024-01-24 04:10:00
selected_intervals,interval_start,2024-01-24 15:45:00
selected_intervals,interval_end,2024-01-24 15:50:00
selected_intervals,interval_start,2024-01-24 22:35:00
selected_intervals,interval_end,2024-01-24 22:40:00
selected_intervals,interval_start,2024-01-24 05:00:00
selected_intervals,interval_end,2024-01-24 05:05:00
selected_intervals,interval_start,2024-01-24 00:15:00
selected_intervals,interval_end,2024-01-24 00:20:00
selected_intervals,interval_start,2024-01-24 14:05:00
selected_intervals,interval_end,2024-01-24 14:10:00
selected_intervals,interval_start,2024-01-24 13:35:00
selected_intervals,interval_end,2024-01-24 13:40:00
selected_intervals,interval_start,2024-01-24 17:10:00
selected_intervals,interval_end,2024-01-24 17:15:00
selected_intervals,interval_start,2024-01-24 18:20:00
selected_intervals,interval_end,2024-01-24 18:25:00
selected_intervals,interval_start,2024-01-24 19:20:00
selected_intervals,interval_end,2024-01-24 19:25:00
selected_intervals,interval_start,2024-01-24 10:55:00
selected_intervals,interval_end,2024-01-24 11:00:00
selected_intervals,interval_start,2024-01-24 21:20:00
selected_intervals,interval_end,2024-01-24 21:25:00
selected_intervals,interval_start,2024-01-24 15:30:00
selected_intervals,interval_end,2024-01-24 15:35:00
selected_intervals,interval_start,2024-01-24 16:55:00
selected_intervals,interval_end,2024-01-24 17:00:00
selected_intervals,interval_start,2024-01-24 14:10:00
selected_intervals,interval_end,2024-01-24 14:15:00
selected_intervals,interval_start,2024-01-24 10:35:00
selected_intervals,interval_end,2024-01-24 10:40:00
selected_intervals,interval_start,2024-01-24 08:10:00
selected_intervals,interval_end,2024-01-24 08:15:00
selected_intervals,interval_start,2024-01-24 01:05:00
selected_intervals,interval_end,2024-01-24 01:10:00
selected_intervals,interval_start,2024-01-24 07:05:00
selected_intervals,interval_end,2024-01-24 07:10:00
selected_intervals,interval_start,2024-01-24 17:15:00
selected_intervals,interval_end,2024-01-24 17:20:00
selected_intervals,interval_start,2024-01-24 00:25:00
selected_intervals,interval_end,2024-01-24 00:30:00
selected_intervals,interval_start,2024-01-24 03:25:00
selected_intervals,interval_end,2024-01-24 03:30:00
selected_intervals,interval_start,2024-01-24 04:30:00
selected_intervals,interval_end,2024-01-24 04:35:00
selected_intervals,interval_start,2024-01-24 08:20:00
selected_intervals,interval_end,2024-01-24 08:25:00
selected_intervals,interval_start,2024-01-24 03:20:00
selected_intervals,interval_end,2024-01-24 03:25:00
selected_intervals,interval_start,2024-01-24 02:50:00
selected_intervals,interval_end,2024-01-24 02:55:00
selected_intervals,interval_start,2024-01-24 10:40:00
selected_intervals,interval_end,2024-01-24 10:45:00
selected_intervals,interval_start,2024-01-24 20:40:00
selected_intervals,interval_end,2024-01-24 20:45:00
selected_intervals,interval_start,2024-01-24 13:25:00
selected_intervals,interval_end,2024-01-24 13:30:00
selected_intervals,interval_start,2024-01-24 20:25:00
selected_intervals,interval_end,2024-01-24 20:30:00
selected_intervals,interval_start,2024-01-24 14:00:00
selected_intervals,interval_end,2024-01-24 14:05:00
selected_intervals,interval_start,2024-01-24 09:05:00
selected_intervals,interval_end,2024-01-24 09:10:00
selected_intervals,interval_start,2024-01-24 10:20:00
selected_intervals,interval_end,2024-01-24 10:25:00
selected_intervals,interval_start,2024-01-24 10:10:00
selected_intervals,interval_end,2024-01-24 10:15:00
selected_intervals,interval_start,2024-01-24 20:50:00
selected_intervals,interval_end,2024-01-24 20:55:00
selected_intervals,interval_start,2024-01-24 05:55:00
selected_intervals,interval_end,2024-01-24 06:00:00
selected_intervals,interval_start,2024-01-24 14:25:00
selected_intervals,interval_end,2024-01-24 14:30:00
selected_intervals,interval_start,2024-01-24 13:00:00
selected_intervals,interval_end,2024-01-24 13:05:00
selected_intervals,interval_start,2024-01-24 19:10:00
selected_intervals,interval_end,2024-01-24 19:15:00
selected_intervals,interval_start,2024-01-24 08:45:00
selected_intervals,interval_end,2024-01-24 08:50:00
selected_intervals,interval_start,2024-01-24 22:30:00
selected_intervals,interval_end,2024-01-24 22:35:00
selected_intervals,interval_start,2024-01-24 06:30:00
selected_intervals,interval_end,2024-01-24 06:35:00
selected_intervals,interval_start,2024-01-24 12:30:00
selected_intervals,interval_end,2024-01-24 12:35:00
selected_intervals,interval_start,2024-01-24 03:45:00
selected_intervals,interval_end,2024-01-24 03:50:00
selected_intervals,interval_start,2024-01-24 03:50:00
selected_intervals,interval_end,2024-01-24 03:55:00
selected_intervals,interval_start,2024-01-24 06:00:00
selected_intervals,interval_end,2024-01-24 06:05:00
selected_intervals,interval_start,2024-01-24 13:45:00
selected_intervals,interval_end,2024-01-24 13:50:00
selected_intervals,interval_start,2024-01-24 12:10:00
selected_intervals,interval_end,2024-01-24 12:15:00
strata_counts,ship_type,Cargo
strata_counts,hour,0
strata_counts,stratum_n,954778
strata_counts,ship_type,Tanker
strata_counts,hour,0
strata_counts,stratum_n,482860
strata_counts,ship_type,Other
strata_counts,hour,0
strata_counts,stratum_n,363165
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,0
strata_counts,stratum_n,259885
strata_counts,ship_type,Tug
strata_counts,hour,0
strata_counts,stratum_n,234007
strata_counts,ship_type,Special Craft
strata_counts,hour,0
strata_counts,stratum_n,113222
strata_counts,ship_type,Passenger Ship
strata_counts,hour,0
strata_counts,stratum_n,112744
strata_counts,ship_type,Unknown
strata_counts,hour,0
strata_counts,stratum_n,79942
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,0
strata_counts,stratum_n,61333
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,0
strata_counts,stratum_n,29505
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,0
strata_counts,stratum_n,22641
strata_counts,ship_type,Wing In Ground
strata_counts,hour,0
strata_counts,stratum_n,9886
strata_counts,ship_type,Search and Rescue
strata_counts,hour,0
strata_counts,stratum_n,9081
strata_counts,ship_type,Reserved
strata_counts,hour,0
strata_counts,stratum_n,5133
strata_counts,ship_type,Cargo
strata_counts,hour,1
strata_counts,stratum_n,950050
strata_counts,ship_type,Tanker
strata_counts,hour,1
strata_counts,stratum_n,474738
strata_counts,ship_type,Other
strata_counts,hour,1
strata_counts,stratum_n,371795
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,1
strata_counts,stratum_n,277105
strata_counts,ship_type,Tug
strata_counts,hour,1
strata_counts,stratum_n,245099
strata_counts,ship_type,Passenger Ship
strata_counts,hour,1
strata_counts,stratum_n,119418
strata_counts,ship_type,Special Craft
strata_counts,hour,1
strata_counts,stratum_n,116192
strata_counts,ship_type,Unknown
strata_counts,hour,1
strata_counts,stratum_n,82937
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,1
strata_counts,stratum_n,62098
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,1
strata_counts,stratum_n,28806
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,1
strata_counts,stratum_n,25120
strata_counts,ship_type,Wing In Ground
strata_counts,hour,1
strata_counts,stratum_n,9701
strata_counts,ship_type,Search and Rescue
strata_counts,hour,1
strata_counts,stratum_n,9649
strata_counts,ship_type,Reserved
strata_counts,hour,1
strata_counts,stratum_n,5553
strata_counts,ship_type,Cargo
strata_counts,hour,2
strata_counts,stratum_n,904122
strata_counts,ship_type,Tanker
strata_counts,hour,2
strata_counts,stratum_n,451562
strata_counts,ship_type,Other
strata_counts,hour,2
strata_counts,stratum_n,360797
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,2
strata_counts,stratum_n,247962
strata_counts,ship_type,Tug
strata_counts,hour,2
strata_counts,stratum_n,229425
strata_counts,ship_type,Passenger Ship
strata_counts,hour,2
strata_counts,stratum_n,112298
strata_counts,ship_type,Special Craft
strata_counts,hour,2
strata_counts,stratum_n,111824
strata_counts,ship_type,Unknown
strata_counts,hour,2
strata_counts,stratum_n,76279
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,2
strata_counts,stratum_n,61642
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,2
strata_counts,stratum_n,29850
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,2
strata_counts,stratum_n,24480
strata_counts,ship_type,Wing In Ground
strata_counts,hour,2
strata_counts,stratum_n,9380
strata_counts,ship_type,Search and Rescue
strata_counts,hour,2
strata_counts,stratum_n,9090
strata_counts,ship_type,Reserved
strata_counts,hour,2
strata_counts,stratum_n,5072
strata_counts,ship_type,Cargo
strata_counts,hour,3
strata_counts,stratum_n,935028
strata_counts,ship_type,Tanker
strata_counts,hour,3
strata_counts,stratum_n,457516
strata_counts,ship_type,Other
strata_counts,hour,3
strata_counts,stratum_n,363664
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,3
strata_counts,stratum_n,243912
strata_counts,ship_type,Tug
strata_counts,hour,3
strata_counts,stratum_n,237701
strata_counts,ship_type,Special Craft
strata_counts,hour,3
strata_counts,stratum_n,116964
strata_counts,ship_type,Passenger Ship
strata_counts,hour,3
strata_counts,stratum_n,116882
strata_counts,ship_type,Unknown
strata_counts,hour,3
strata_counts,stratum_n,78748
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,3
strata_counts,stratum_n,60877
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,3
strata_counts,stratum_n,30109
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,3
strata_counts,stratum_n,24431
strata_counts,ship_type,Wing In Ground
strata_counts,hour,3
strata_counts,stratum_n,9696
strata_counts,ship_type,Search and Rescue
strata_counts,hour,3
strata_counts,stratum_n,8943
strata_counts,ship_type,Reserved
strata_counts,hour,3
strata_counts,stratum_n,5255
strata_counts,ship_type,Cargo
strata_counts,hour,4
strata_counts,stratum_n,924796
strata_counts,ship_type,Tanker
strata_counts,hour,4
strata_counts,stratum_n,443269
strata_counts,ship_type,Other
strata_counts,hour,4
strata_counts,stratum_n,373334
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,4
strata_counts,stratum_n,262430
strata_counts,ship_type,Tug
strata_counts,hour,4
strata_counts,stratum_n,236336
strata_counts,ship_type,Passenger Ship
strata_counts,hour,4
strata_counts,stratum_n,126223
strata_counts,ship_type,Special Craft
strata_counts,hour,4
strata_counts,stratum_n,118609
strata_counts,ship_type,Unknown
strata_counts,hour,4
strata_counts,stratum_n,74865
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,4
strata_counts,stratum_n,61531
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,4
strata_counts,stratum_n,29410
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,4
strata_counts,stratum_n,24059
strata_counts,ship_type,Wing In Ground
strata_counts,hour,4
strata_counts,stratum_n,9844
strata_counts,ship_type,Search and Rescue
strata_counts,hour,4
strata_counts,stratum_n,9670
strata_counts,ship_type,Reserved
strata_counts,hour,4
strata_counts,stratum_n,5257
strata_counts,ship_type,Cargo
strata_counts,hour,5
strata_counts,stratum_n,928507
strata_counts,ship_type,Tanker
strata_counts,hour,5
strata_counts,stratum_n,444497
strata_counts,ship_type,Other
strata_counts,hour,5
strata_counts,stratum_n,363929
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,5
strata_counts,stratum_n,271731
strata_counts,ship_type,Tug
strata_counts,hour,5
strata_counts,stratum_n,228719
strata_counts,ship_type,Passenger Ship
strata_counts,hour,5
strata_counts,stratum_n,125333
strata_counts,ship_type,Special Craft
strata_counts,hour,5
strata_counts,stratum_n,114705
strata_counts,ship_type,Unknown
strata_counts,hour,5
strata_counts,stratum_n,73660
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,5
strata_counts,stratum_n,65343
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,5
strata_counts,stratum_n,30217
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,5
strata_counts,stratum_n,23494
strata_counts,ship_type,Search and Rescue
strata_counts,hour,5
strata_counts,stratum_n,9928
strata_counts,ship_type,Wing In Ground
strata_counts,hour,5
strata_counts,stratum_n,9324
strata_counts,ship_type,Reserved
strata_counts,hour,5
strata_counts,stratum_n,4688
strata_counts,ship_type,Cargo
strata_counts,hour,6
strata_counts,stratum_n,968799
strata_counts,ship_type,Tanker
strata_counts,hour,6
strata_counts,stratum_n,469476
strata_counts,ship_type,Other
strata_counts,hour,6
strata_counts,stratum_n,377058
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,6
strata_counts,stratum_n,283063
strata_counts,ship_type,Tug
strata_counts,hour,6
strata_counts,stratum_n,247931
strata_counts,ship_type,Passenger Ship
strata_counts,hour,6
strata_counts,stratum_n,130679
strata_counts,ship_type,Special Craft
strata_counts,hour,6
strata_counts,stratum_n,117568
strata_counts,ship_type,Unknown
strata_counts,hour,6
strata_counts,stratum_n,78658
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,6
strata_counts,stratum_n,67853
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,6
strata_counts,stratum_n,30974
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,6
strata_counts,stratum_n,24203
strata_counts,ship_type,Search and Rescue
strata_counts,hour,6
strata_counts,stratum_n,10772
strata_counts,ship_type,Wing In Ground
strata_counts,hour,6
strata_counts,stratum_n,9942
strata_counts,ship_type,Reserved
strata_counts,hour,6
strata_counts,stratum_n,4826
strata_counts,ship_type,Cargo
strata_counts,hour,7
strata_counts,stratum_n,924812
strata_counts,ship_type,Tanker
strata_counts,hour,7
strata_counts,stratum_n,461616
strata_counts,ship_type,Other
strata_counts,hour,7
strata_counts,stratum_n,367580
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,7
strata_counts,stratum_n,256449
strata_counts,ship_type,Tug
strata_counts,hour,7
strata_counts,stratum_n,236467
strata_counts,ship_type,Passenger Ship
strata_counts,hour,7
strata_counts,stratum_n,121755
strata_counts,ship_type,Special Craft
strata_counts,hour,7
strata_counts,stratum_n,115550
strata_counts,ship_type,Unknown
strata_counts,hour,7
strata_counts,stratum_n,75658
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,7
strata_counts,stratum_n,65504
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,7
strata_counts,stratum_n,31123
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,7
strata_counts,stratum_n,24260
strata_counts,ship_type,Search and Rescue
strata_counts,hour,7
strata_counts,stratum_n,10302
strata_counts,ship_type,Wing In Ground
strata_counts,hour,7
strata_counts,stratum_n,9755
strata_counts,ship_type,Reserved
strata_counts,hour,7
strata_counts,stratum_n,4870
strata_counts,ship_type,Cargo
strata_counts,hour,8
strata_counts,stratum_n,862360
strata_counts,ship_type,Tanker
strata_counts,hour,8
strata_counts,stratum_n,434794
strata_counts,ship_type,Other
strata_counts,hour,8
strata_counts,stratum_n,379023
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,8
strata_counts,stratum_n,272799
strata_counts,ship_type,Tug
strata_counts,hour,8
strata_counts,stratum_n,239741
strata_counts,ship_type,Passenger Ship
strata_counts,hour,8
strata_counts,stratum_n,128588
strata_counts,ship_type,Special Craft
strata_counts,hour,8
strata_counts,stratum_n,119237
strata_counts,ship_type,Unknown
strata_counts,hour,8
strata_counts,stratum_n,76796
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,8
strata_counts,stratum_n,65791
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,8
strata_counts,stratum_n,31175
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,8
strata_counts,stratum_n,26069
strata_counts,ship_type,Wing In Ground
strata_counts,hour,8
strata_counts,stratum_n,10125
strata_counts,ship_type,Search and Rescue
strata_counts,hour,8
strata_counts,stratum_n,9943
strata_counts,ship_type,Reserved
strata_counts,hour,8
strata_counts,stratum_n,5212
strata_counts,ship_type,Cargo
strata_counts,hour,9
strata_counts,stratum_n,854445
strata_counts,ship_type,Tanker
strata_counts,hour,9
strata_counts,stratum_n,438971
strata_counts,ship_type,Other
strata_counts,hour,9
strata_counts,stratum_n,378736
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,9
strata_counts,stratum_n,298647
strata_counts,ship_type,Tug
strata_counts,hour,9
strata_counts,stratum_n,241001
strata_counts,ship_type,Passenger Ship
strata_counts,hour,9
strata_counts,stratum_n,128397
strata_counts,ship_type,Special Craft
strata_counts,hour,9
strata_counts,stratum_n,118393
strata_counts,ship_type,Unknown
strata_counts,hour,9
strata_counts,stratum_n,80571
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,9
strata_counts,stratum_n,65905
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,9
strata_counts,stratum_n,30635
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,9
strata_counts,stratum_n,25820
strata_counts,ship_type,Wing In Ground
strata_counts,hour,9
strata_counts,stratum_n,10353
strata_counts,ship_type,Search and Rescue
strata_counts,hour,9
strata_counts,stratum_n,10298
strata_counts,ship_type,Reserved
strata_counts,hour,9
strata_counts,stratum_n,4899
strata_counts,ship_type,Cargo
strata_counts,hour,10
strata_counts,stratum_n,847394
strata_counts,ship_type,Tanker
strata_counts,hour,10
strata_counts,stratum_n,425805
strata_counts,ship_type,Other
strata_counts,hour,10
strata_counts,stratum_n,380540
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,10
strata_counts,stratum_n,261341
strata_counts,ship_type,Tug
strata_counts,hour,10
strata_counts,stratum_n,241894
strata_counts,ship_type,Passenger Ship
strata_counts,hour,10
strata_counts,stratum_n,127582
strata_counts,ship_type,Special Craft
strata_counts,hour,10
strata_counts,stratum_n,117768
strata_counts,ship_type,Unknown
strata_counts,hour,10
strata_counts,stratum_n,76322
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,10
strata_counts,stratum_n,66281
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,10
strata_counts,stratum_n,31622
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,10
strata_counts,stratum_n,26783
strata_counts,ship_type,Search and Rescue
strata_counts,hour,10
strata_counts,stratum_n,10054
strata_counts,ship_type,Wing In Ground
strata_counts,hour,10
strata_counts,stratum_n,9852
strata_counts,ship_type,Reserved
strata_counts,hour,10
strata_counts,stratum_n,5179
strata_counts,ship_type,Cargo
strata_counts,hour,11
strata_counts,stratum_n,821079
strata_counts,ship_type,Tanker
strata_counts,hour,11
strata_counts,stratum_n,420166
strata_counts,ship_type,Other
strata_counts,hour,11
strata_counts,stratum_n,373508
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,11
strata_counts,stratum_n,268227
strata_counts,ship_type,Tug
strata_counts,hour,11
strata_counts,stratum_n,227733
strata_counts,ship_type,Special Craft
strata_counts,hour,11
strata_counts,stratum_n,112245
strata_counts,ship_type,Passenger Ship
strata_counts,hour,11
strata_counts,stratum_n,110013
strata_counts,ship_type,Unknown
strata_counts,hour,11
strata_counts,stratum_n,69682
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,11
strata_counts,stratum_n,64828
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,11
strata_counts,stratum_n,31451
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,11
strata_counts,stratum_n,25039
strata_counts,ship_type,Wing In Ground
strata_counts,hour,11
strata_counts,stratum_n,9384
strata_counts,ship_type,Search and Rescue
strata_counts,hour,11
strata_counts,stratum_n,9005
strata_counts,ship_type,Reserved
strata_counts,hour,11
strata_counts,stratum_n,5010
strata_counts,ship_type,Cargo
strata_counts,hour,12
strata_counts,stratum_n,834191
strata_counts,ship_type,Tanker
strata_counts,hour,12
strata_counts,stratum_n,416751
strata_counts,ship_type,Other
strata_counts,hour,12
strata_counts,stratum_n,374220
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,12
strata_counts,stratum_n,259603
strata_counts,ship_type,Tug
strata_counts,hour,12
strata_counts,stratum_n,234160
strata_counts,ship_type,Special Craft
strata_counts,hour,12
strata_counts,stratum_n,115324
strata_counts,ship_type,Passenger Ship
strata_counts,hour,12
strata_counts,stratum_n,114418
strata_counts,ship_type,Unknown
strata_counts,hour,12
strata_counts,stratum_n,73897
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,12
strata_counts,stratum_n,64069
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,12
strata_counts,stratum_n,31966
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,12
strata_counts,stratum_n,24885
strata_counts,ship_type,Wing In Ground
strata_counts,hour,12
strata_counts,stratum_n,9668
strata_counts,ship_type,Search and Rescue
strata_counts,hour,12
strata_counts,stratum_n,9180
strata_counts,ship_type,Reserved
strata_counts,hour,12
strata_counts,stratum_n,5219
strata_counts,ship_type,Cargo
strata_counts,hour,13
strata_counts,stratum_n,854805
strata_counts,ship_type,Tanker
strata_counts,hour,13
strata_counts,stratum_n,440819
strata_counts,ship_type,Other
strata_counts,hour,13
strata_counts,stratum_n,377491
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,13
strata_counts,stratum_n,257462
strata_counts,ship_type,Tug
strata_counts,hour,13
strata_counts,stratum_n,244553
strata_counts,ship_type,Special Craft
strata_counts,hour,13
strata_counts,stratum_n,116396
strata_counts,ship_type,Passenger Ship
strata_counts,hour,13
strata_counts,stratum_n,106738
strata_counts,ship_type,Unknown
strata_counts,hour,13
strata_counts,stratum_n,75208
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,13
strata_counts,stratum_n,62753
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,13
strata_counts,stratum_n,30414
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,13
strata_counts,stratum_n,25887
strata_counts,ship_type,Wing In Ground
strata_counts,hour,13
strata_counts,stratum_n,10127
strata_counts,ship_type,Search and Rescue
strata_counts,hour,13
strata_counts,stratum_n,9656
strata_counts,ship_type,Reserved
strata_counts,hour,13
strata_counts,stratum_n,5755
strata_counts,ship_type,Cargo
strata_counts,hour,14
strata_counts,stratum_n,885048
strata_counts,ship_type,Tanker
strata_counts,hour,14
strata_counts,stratum_n,447770
strata_counts,ship_type,Other
strata_counts,hour,14
strata_counts,stratum_n,384505
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,14
strata_counts,stratum_n,270056
strata_counts,ship_type,Tug
strata_counts,hour,14
strata_counts,stratum_n,246948
strata_counts,ship_type,Special Craft
strata_counts,hour,14
strata_counts,stratum_n,115952
strata_counts,ship_type,Passenger Ship
strata_counts,hour,14
strata_counts,stratum_n,113391
strata_counts,ship_type,Unknown
strata_counts,hour,14
strata_counts,stratum_n,79824
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,14
strata_counts,stratum_n,63894
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,14
