created_at,msg_timestamp,position_updated_at,mmsi,latitude,longitude,speed,course,heading,status,maneuver,accuracy,rot,collection_type,interval_start
2024-01-24T20:18:01.35+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,209550000,-22.142066666666665,-2.4397,17.5,124,123,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:58:47.754+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413795567,31.59064,121.25617333333334,0,0,12,0,0,FALSE,128,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:02:30.34+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,563023710,1.2701516666666668,103.854335,0,0,511,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T18:39:41.206+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,370034000,-22.483531666666668,154.08175333333332,10.2,1.8,8,0,0,FALSE,7,satellite,2024-01-24T09:20:00Z
2024-01-24T17:54:20.624+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538007741,24.511113333333334,56.61346,102.3,360,142,5,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T19:06:54.093+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636018742,-18.891516666666668,-3.6113333333333335,13,259,260,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T21:56:43.086+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636016985,-34.286031666666666,-17.998063333333334,17.2,281,280,0,0,FALSE,5,satellite,2024-01-24T09:20:00Z
2024-01-24T17:47:57.375+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636022786,13.086915,80.29538833333332,0,44.7,215,5,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:03:28.304+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,412303930,38.37651833333334,118.37348333333333,0,301.9,95,1,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:39:41.316+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636019955,-24.418996666666665,155.47890833333335,10.2,196,188,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:58:48.254+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,563028010,1.2936433333333333,103.96961333333334,0.6,61.2,511,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T17:58:47.754+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413992934,31.381359999999997,121.57166333333333,1.7,214.8,214,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T19:06:53.753+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,249808000,-27.062545,11.545503333333333,15.4,141.7,144,0,0,FALSE,253,satellite,2024-01-24T09:20:00Z
2024-01-24T18:39:41.004+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636019329,-33.581446666666665,152.25993333333332,3.2,228.2,257,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:38:18.713+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,351983000,11.855215,-17.97283333333333,18.1,170.7,169,0,0,FALSE,251,satellite,2024-01-24T09:20:00Z
2024-01-24T18:01:48.374+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,431020557,34.67478166666667,135.45525333333333,0,42.4,63,0,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:58:16.903+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538008208,5.617076666666667,126.84241,12.8,184.4,511,0,0,FALSE,128,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:49:10.664+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,441999000,34.667,129.80581666666666,8.4,303,305,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:59:46.574+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,244700501,51.815425,4.65396,0,321.1,511,5,1,TRUE,128,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:08:51.823+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,563213500,-39.10983,145.03102166666667,11.8,275.2,274,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T20:18:01.083+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,353033000,3.3827166666666666,-2.4524833333333333,15.9,92,94,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:39:41.353+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636015243,-33.38411,152.65308000000002,1,188.8,89,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T19:06:54.11+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,352002847,-18.733173333333333,5.03714,12.5,324.2,327,0,0,FALSE,5,satellite,2024-01-24T09:20:00Z
2024-01-24T21:56:43.179+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636015935,-32.42414333333333,11.272333333333334,10.1,112.7,111,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:59:31.878+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,374254000,51.93936333333333,4.061518333333334,0,53.8,69,5,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:31:26.402+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,240585000,-20.07828333333333,157.4139,12,198,199,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T21:56:43.146+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,371598000,-27.761838333333333,5.212543333333333,12.1,300.6,304,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:07:17.423+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413816864,31.589851666666668,121.25508833333333,0,93,93,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:54:21.637+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,431007316,35.55227,140.03039166666667,0.2,176.4,511,NA,NA,TRUE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T19:06:53.717+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538005370,-12.626845,-12.45197,11.3,239,239,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:54:07.572+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:27+00:00,219023116,61.070845,4.987866666666666,10.8,219,220,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:39:41.331+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,353571000,-22.872866666666667,152.65228333333334,9.4,71,76,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T19:06:53.753+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,241375000,-35.00609166666666,-8.479381666666667,11.6,269.1,269,0,0,FALSE,251,satellite,2024-01-24T09:20:00Z
2024-01-24T21:56:43.024+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,371215000,-33.07998333333333,16.328936666666667,15.3,144.9,146,0,0,FALSE,250,satellite,2024-01-24T09:20:00Z
2024-01-24T20:18:01.262+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538006752,-29.578191666666665,-13.084671666666667,10.6,281.1,286,0,0,FALSE,251,satellite,2024-01-24T09:20:00Z
2024-01-24T18:32:08.948+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,477745400,-29.348078333333333,153.92434,12.4,190.9,190,0,0,FALSE,5,satellite,2024-01-24T09:20:00Z
2024-01-24T17:58:07.703+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,374374000,-9.439198333333334,115.86081333333333,9.7,347.6,341,0,0,FALSE,255,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:47:17.752+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413322920,38.94929833333333,121.93905500000001,9.1,12.6,16,0,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:39:10.235+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636019473,10.191035,-14.012725,0,252.6,511,15,0,FALSE,128,satellite,2024-01-24T09:20:00Z
2024-01-24T18:19:30.899+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,374101000,40.30956666666667,122.07696166666666,0,167.8,160,5,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T21:56:43.179+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636017382,-34.97618833333333,20.35625333333333,11.5,268.7,270,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:39:10.386+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636016476,36.920385,-9.303816666666668,19.6,347.3,350,0,0,TRUE,129,satellite,2024-01-24T09:20:00Z
2024-01-24T20:18:01.122+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,371416000,-24.899648333333335,2.1093183333333334,13.6,294.6,297,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:49:33.561+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538006680,33.119785,-8.71883,0.1,245,359,1,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:52:53.653+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413876821,32.28107833333333,119.465685,4.2,355.8,511,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T21:56:42.919+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,355401000,-37.071095,-18.99901,10.8,100,102,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T21:56:42.919+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538007950,-34.64248833333333,18.688274999999997,8.7,118.5,114,0,0,FALSE,244,satellite,2024-01-24T09:20:00Z
2024-01-24T19:06:54.133+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538008465,-22.931638333333336,-8.948353333333333,11.3,124,127,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T19:06:53.727+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538007438,-21.503695,-9.23701,17.5,123.3,123,0,0,FALSE,3,satellite,2024-01-24T09:20:00Z
2024-01-24T20:18:01.105+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,357313000,-24.90426666666667,-5.161933333333334,12.6,296,298,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T20:18:01.121+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,440367000,-27.60281666666667,-15.751316666666666,17,286,287,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:54:07.524+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,405000212,33.18321666666667,-8.666216666666665,0,298,22,1,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:58:49.052+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:30+00:00,374123000,-33.132,152.74323166666667,9.2,277.2,276,0,0,FALSE,4,satellite,2024-01-24T09:20:00Z
2024-01-24T18:00:14.763+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:33+00:00,525600558,1.1593983333333333,103.99364333333332,2.4,129.1,511,NA,NA,TRUE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T18:39:10.386+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,255806169,28.410761666666666,-14.808983333333334,15.3,16.9,16,0,0,FALSE,7,satellite,2024-01-24T09:20:00Z
2024-01-24T17:49:31.214+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,373615000,1.2229649999999999,103.92361166666666,5.3,66.1,64,0,0,FALSE,2,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T20:18:01.397+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,249062000,-16.93475,2.3288616666666666,11.7,147.4,144,0,0,FALSE,249,satellite,2024-01-24T09:20:00Z
2024-01-24T21:32:01.239+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636019623,10.159936666666665,65.42601333333333,11.7,292.8,294,0,0,TRUE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:03:06.496+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413805591,32.018925,120.78063999999999,0,0,0,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T17:59:14.774+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413780601,31.759923333333333,120.99784666666666,0,105.6,105,NA,NA,TRUE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T17:49:16.872+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413874804,32.237545,119.89084666666666,0,63,511,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T09:20:00Z
2024-01-24T21:56:43.146+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636021948,-30.534591666666664,6.822385,11.9,118.2,119,0,0,FALSE,7,satellite,2024-01-24T09:20:00Z
2024-01-24T17:49:11.008+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,564895000,36.59333166666667,-12.520505000000002,11.5,290.6,293,0,0,TRUE,248,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:03:17.544+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,352044000,1.6694,102.71104166666667,11.8,120.7,117,0,0,TRUE,249,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T20:18:01.35+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,538010766,5.018365,-4.774891666666666,1.3,132.1,161,0,0,TRUE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:02:43.591+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,533170614,1.1616416666666667,103.80568,11,62.9,70,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:58:51.255+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636023373,30.089936666666667,121.95391333333333,0,296.9,3,5,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:50:20.541+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636016770,41.2194,29.12307,6.6,205.8,207,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T20:18:01.397+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,314429000,-5.457791666666666,-16.893706666666667,14.2,260.1,256,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:06:35.514+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,412438137,30.05505,121.83978166666667,0,360,511,0,0,FALSE,128,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:46:51.193+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,563076900,33.357135,137.02227166666668,0.9,98.9,347,2,0,FALSE,251,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T17:51:15.686+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,352001656,-24.621528333333334,9.897916666666667,11.1,324.4,325,0,0,FALSE,9,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:08:51.763+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,565376000,-34.02556833333333,152.49525,15.9,90.2,89,0,0,TRUE,252,satellite,2024-01-24T09:20:00Z
2024-01-24T18:32:09.033+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636092713,-22.083466666666666,171.666,18.1,268.2,269,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:47:30.872+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:44:45+00:00,244238000,9.358968333333333,-79.92434833333333,0.8,211,163,1,0,FALSE,243,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T21:33:30.987+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,229042000,-11.49121,64.61737,11.1,69.9,64,0,0,TRUE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T18:02:11.875+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:45:56+00:00,212935000,51.878703333333334,4.411065,0,290,290,5,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:31:26.402+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,477815500,-39.47436666666667,176.921215,0,54.2,359,5,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:58:11.624+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,352898823,1.2286666666666666,103.96944,9.3,77,78,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:08:51.583+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636021154,-36.21725,175.72166666666666,15.5,324,326,0,0,FALSE,0,satellite,2024-01-24T09:20:00Z
2024-01-24T17:50:52.468+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,351201000,37.443765,6.557345,11.4,269.3,268,0,0,FALSE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:39:10.235+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636020729,23.165695000000003,-17.158526666666667,16.2,200.5,201,0,0,TRUE,8,satellite,2024-01-24T09:20:00Z
2024-01-24T17:53:17.712+00:00,2024-01-24T17:46:35+00:00,2024-01-24T17:46:35+00:00,636021312,60.013016666666665,28.564871666666665,0.3,290.5,217,0,0,TRUE,0,dynamic_classA,2024-01-24T09:20:00Z
2024-01-24T18:39:41.005+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,209623000,-21.749011666666668,150.82959,2.9,347.8,54,0,0,FALSE,247,satellite,2024-01-24T05:20:00Z
2024-01-24T18:05:44.936+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,357194000,33.75870666666667,-118.21727666666668,0,161,156,5,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T21:56:43.067+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,352879000,-31.63541,15.73451,16.2,139.6,142,0,0,FALSE,0,satellite,2024-01-24T05:20:00Z
2024-01-24T17:58:46.915+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,414236780,30.130786666666665,122.14121333333333,0,0,40,15,0,TRUE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:58:04.377+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,273217980,40.24089166666667,26.47119,8.7,232.8,232,0,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:51:49.564+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636021664,37.95266166666667,23.59575166666667,0,260.3,347,5,0,TRUE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:56:48.565+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413838471,22.875870000000003,113.55921333333335,0,0,480,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T05:20:00Z
2024-01-24T18:39:41.313+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636016003,-16.935695,155.27630333333335,15.4,354,358,0,0,FALSE,0,satellite,2024-01-24T05:20:00Z
2024-01-24T18:39:41.025+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,357293000,-33.12932,151.98003166666666,1.6,256.7,289,0,0,FALSE,0,satellite,2024-01-24T05:20:00Z
2024-01-24T17:51:48.687+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,257882000,61.18680833333334,5.010481666666666,9.6,173.1,174,0,0,TRUE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T21:56:43.162+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,215938000,-24.810275,9.963325,16.6,323.5,323,0,0,FALSE,9,satellite,2024-01-24T05:20:00Z
2024-01-24T18:04:14.713+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413788827,32.06424333333333,120.47971,0,121.3,121,NA,NA,TRUE,NA,dynamic_classB,2024-01-24T05:20:00Z
2024-01-24T18:00:43.06+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413229090,30.702493333333333,122.3434,10.6,156.1,511,0,0,FALSE,128,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:54:05.87+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,636016986,51.260933333333334,1.8772516666666665,14.9,43.2,42,0,0,FALSE,253,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:54:05.353+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,257214420,60.422826666666666,5.24046,0,7.2,169,11,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:54:20.624+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538007193,23.165835,61.071663333333326,1.9,66.3,225,0,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T17:55:25.988+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,431014011,34.95768333333333,140.11079999999998,11.9,237,232,0,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T20:18:01.35+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,209550000,-22.142066666666665,-2.4397,17.5,124,123,0,0,FALSE,0,satellite,2024-01-24T05:20:00Z
2024-01-24T17:58:47.754+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,413795567,31.59064,121.25617333333334,0,0,12,0,0,FALSE,128,dynamic_classA,2024-01-24T05:20:00Z
2024-01-24T18:02:30.34+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,563023710,1.2701516666666668,103.854335,0,0,511,NA,NA,FALSE,NA,dynamic_classB,2024-01-24T05:20:00Z
2024-01-24T18:39:41.206+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,370034000,-22.483531666666668,154.08175333333332,10.2,1.8,8,0,0,FALSE,7,satellite,2024-01-24T05:20:00Z
2024-01-24T17:54:20.624+00:00,2024-01-24T17:46:34+00:00,2024-01-24T17:46:34+00:00,538007741,24.511113333333334,56.61346,102.3,360,142,5,0,FALSE,0,dynamic_classA,2024-01-24T05:20:00Z
